delta_rating,map_id,delta_map_wr_windowed,map_missing_flag,LAN_flag,h2h_shrunk,h2h_count
-48,0,0.3,0,0,0,2
100,2,-0.6,0,1,-1,1
-69,2,-0.14,0,1,0,2
-29,6,0,1,0,-1,1
6,3,0.17,0,1,0,0
78,6,-0.5,0,0,0,0
1,3,0.0,0,1,-1,1
29,1,0,1,1,0,0
-86,5,1.0,0,0,3,3
173,0,-0.4,0,1,-2,2
-17,2,-0.27,0,0,-1,5
-46,3,-0.6,0,0,-1,1
-77,4,-0.67,0,0,0,0
106,2,-1.0,0,0,0,0
-16,2,-0.5,0,0,0,2
-161,4,0.43,0,0,0,0
2,1,0.04,0,0,-2,2
-127,1,-0.5,0,0,0,0
4,0,0.0,0,1,3,3
1,4,0.67,0,1,1,3
-40,5,0.5,0,1,1,3
-85,5,-0.25,0,0,0,0
-23,3,-0.67,0,1,1,1
-1,2,-0.33,0,1,0,6
-53,0,0.43,0,0,-2,2
13,0,-0.5,0,0,0,0
-90,2,0,1,1,1,1
-94,2,0.5,0,0,0,0
15,4,0.33,0,1,-1,1
-58,2,-0.17,0,0,0,2
-49,1,0.0,0,0,0,2
-90,2,-0.29,0,0,1,1
-68,4,0.61,0,0,1,1
-83,2,-0.27,0,0,-2,4
26,6,1.0,0,0,0,0
56,6,0.07,0,0,0,0
-9,4,-0.04,0,0,1,1
-5,6,-0.33,0,1,1,1
-70,3,0.67,0,0,1,1
-52,2,0.25,0,0,1,1
-7,6,-0.71,0,1,1,1
-45,0,-0.3,0,1,0,0
2,4,0.0,0,1,-2,2
1,0,-0.17,0,1,0,0
-8,3,0.33,0,1,1,1
-23,6,-0.25,0,0,0,0
45,4,0.25,0,1,0,0
26,3,0.0,0,0,0,0
37,1,-0.82,0,1,0,0
-17,6,0.0,0,1,0,0
-13,2,0.0,0,0,0,0
31,0,0.4,0,0,2,2
-69,3,-0.13,0,1,0,0
86,4,0.0,0,1,0,0
-90,3,0,1,1,0,0
-4,0,0.5,0,1,1,1
-196,1,0.4,0,1,0,0
138,0,0,1,0,-1,1
-89,2,-0.1,0,1,0,0
-73,0,-0.13,0,1,0,0
8,5,-1.0,0,1,-1,1
114,2,0,1,1,-1,1
73,6,0.0,0,1,0,0
24,3,0.0,0,0,0,0
-16,2,-1.0,0,1,0,0
-14,0,-0.25,0,0,0,2
-46,0,0.17,0,1,1,3
-89,3,0.5,0,1,1,1
24,2,-0.33,0,1,0,0
98,0,-1.0,0,0,-1,1
-11,2,-0.3,0,0,0,2
-44,4,-0.57,0,0,0,2
46,6,0,1,0,0,2
22,0,-0.27,0,0,-4,6
-19,1,-0.44,0,0,0,2
-87,0,0.42,0,1,0,0
-1,1,0.67,0,1,-2,4
-18,3,-0.67,0,0,5,9
-9,0,0,1,1,1,1
38,0,0.06,0,0,0,0
55,0,-0.33,0,1,1,1
-136,1,0.48,0,0,1,1
11,1,-1.0,0,0,1,1
42,0,1.0,0,1,0,2
-23,4,0.07,0,0,3,3
10,6,-1.0,0,1,2,2
99,0,0.2,0,1,-1,1
36,1,-1.0,0,1,0,2
-104,3,0.0,0,0,0,0
102,0,0.5,0,0,-1,1
-18,1,0.33,0,1,0,0
-158,1,0.33,0,0,0,0
-48,2,0.0,0,0,1,1
-18,3,-0.5,0,0,1,1
-11,2,-1.0,0,1,3,3
64,0,-0.57,0,1,-3,3
-9,2,0.75,0,1,4,6
38,6,0.5,0,1,1,1
-126,0,0,1,1,0,0
-83,0,0.5,0,0,-2,2
-2,6,-0.33,0,1,-1,3
-19,2,0.06,0,0,2,4
-3,2,0.0,0,1,0,0
-105,3,-0.67,0,0,1,1
-47,6,-0.33,0,0,0,2
-162,7,1.0,0,1,0,2
-87,2,-0.5,0,1,2,4
-3,0,-0.67,0,1,0,0
130,5,0.0,0,0,1,5
68,2,-1.0,0,1,1,1
11,3,0,1,0,0,0
62,2,-1.0,0,0,0,2
5,3,-0.83,0,0,0,0
-9,5,-0.67,0,1,0,0
-9,3,0,1,1,0,2
108,0,-1.0,0,1,0,0
59,3,-0.33,0,1,0,0
29,4,0.42,0,0,1,3
83,4,0.0,0,1,0,2
-20,2,-0.5,0,0,-1,1
-114,1,0.77,0,1,0,2
161,1,0.0,0,1,0,0
-37,0,-0.33,0,0,0,2
-40,4,0.21,0,0,3,3
94,0,0.24,0,0,0,0
5,7,0,1,1,-1,1
19,1,-1.0,0,1,2,4
12,6,0.5,0,0,1,1
-53,6,-0.25,0,0,0,0
32,2,-0.5,0,0,-2,4
8,1,-0.05,0,1,0,0
56,1,0.17,0,0,-3,3
-52,1,0.75,0,1,2,4
64,2,-0.58,0,1,-2,2
23,1,-0.33,0,0,0,0
4,1,0.67,0,1,0,2
-86,1,0.91,0,0,-1,1
-17,1,-1.0,0,0,-1,1
-30,6,0.4,0,0,-1,1
-11,3,0.0,0,1,0,0
-31,4,0.75,0,1,0,2
-9,1,0.6,0,0,0,0
21,1,0.17,0,0,0,0
22,5,0.5,0,1,1,1
32,6,-0.62,0,1,-4,4
-79,1,0.25,0,1,1,3
15,0,-0.33,0,0,0,0
-24,5,-1.0,0,1,1,1
-92,1,0.0,0,0,0,0
-8,0,-0.5,0,1,0,0
25,0,0.0,0,1,0,0
-6,1,-0.33,0,1,0,6
36,3,0.0,0,1,-1,1
6,0,0.0,0,1,1,1
-69,4,0,1,1,2,2
26,0,1.0,0,0,1,1
14,6,-0.33,0,1,2,2
30,6,1.0,0,0,3,3
-58,4,1.0,0,0,-1,1
-4,4,-0.17,0,0,1,1
-104,1,0.29,0,0,0,0
15,5,0.0,0,0,0,0
3,1,-0.4,0,1,0,2
-24,3,0.5,0,0,-1,1
-90,0,0.0,0,1,2,2
2,3,0.33,0,0,1,1
-83,2,0.43,0,0,1,1
-120,7,0.83,0,1,-1,1
-109,0,0.5,0,0,2,2
-47,4,1.0,0,1,1,1
54,3,-0.5,0,0,-1,1
-6,3,-0.33,0,1,-1,1
-109,4,-0.1,0,1,0,0
3,0,-0.25,0,1,0,0
-121,0,0.64,0,0,1,1
18,5,0,1,0,-1,1
